	ASV1	ASV2	ASV3	ASV4	ASV5	ASV6	ASV7	ASV8	ASV9	ASV10	ASV11	ASV12	ASV13	ASV14	ASV15	ASV16	ASV17	ASV18	ASV19	ASV20	ASV21	ASV22	ASV23	ASV24	ASV25	ASV26	ASV27	ASV28	ASV29	ASV30	ASV31	ASV32	ASV33	ASV34	ASV35	ASV36	ASV37	ASV38	ASV39	ASV40	ASV41	ASV42	ASV43	ASV44	ASV45	ASV46	ASV47	ASV48	ASV49	ASV50	ASV51	ASV52	ASV53	ASV54	ASV55	ASV56	ASV57	ASV58	ASV59	ASV60	ASV61	ASV62	ASV63	ASV64	ASV65	ASV66	ASV67	ASV68	ASV69	ASV70	ASV71	ASV72	ASV73	ASV74	ASV75	ASV76	ASV77	ASV78	ASV79	ASV80	ASV81	ASV82	ASV83	ASV84	ASV85	ASV86	ASV87	ASV88	ASV89	ASV90	ASV91	ASV92	ASV93	ASV94	ASV95	ASV96	ASV97	ASV98	ASV99	ASV100	ASV101	ASV102	ASV103	ASV104	ASV105	ASV106	ASV107	ASV108	ASV109	ASV110	ASV111	ASV112	ASV113	ASV114	ASV115	ASV116	ASV117	ASV118	ASV119	ASV120	ASV121	ASV122	ASV123	ASV124	ASV125	ASV126	ASV127	ASV128	ASV129	ASV130	ASV131	ASV132	ASV133	ASV134	ASV135	ASV136	ASV137	ASV138	ASV139	ASV140	ASV141	ASV142	ASV143	ASV144	ASV145	ASV146	ASV147	ASV148	ASV149	ASV150	ASV151	ASV152	ASV153	ASV154	ASV155	ASV156	ASV157	ASV158	ASV159	ASV160	ASV161	ASV162	ASV163	ASV164	ASV165	ASV166	ASV167	ASV168	ASV169	ASV170	ASV171	ASV172	ASV173	ASV174	ASV175	ASV176	ASV177	ASV178	ASV179	ASV180	ASV181	ASV182	ASV183	ASV184	ASV185	ASV186	ASV187	ASV188	ASV189	ASV190	ASV191	ASV192	ASV193	ASV194	ASV195	ASV196	ASV197	ASV198	ASV199	ASV200	ASV201	ASV202	ASV203	ASV204	ASV205	ASV206	ASV207	ASV208	ASV209	ASV210	ASV211
1	3980	3871	3316	2901	2832	2686	2618	2336	2185	2096	1869	1840	1572	1553	1547	1544	1532	1491	1477	1429	1384	1368	1356	1298	1277	1193	1152	1141	1100	1075	1036	1019	999	926	919	866	866	789	771	766	757	737	733	710	694	666	664	655	628	604	583	581	581	568	553	536	531	522	517	515	507	496	486	476	462	460	459	449	443	433	429	420	417	417	399	395	380	380	369	359	340	333	333	322	304	294	272	268	260	259	257	254	254	253	248	240	238	237	236	220	219	218	216	211	201	200	199	194	192	178	175	172	171	170	169	167	164	164	163	160	159	149	146	139	134	131	131	129	125	124	123	121	119	117	116	116	115	113	112	111	110	108	105	104	102	102	101	100	100	99	97	97	96	92	92	90	87	85	85	85	82	80	77	71	68	65	65	64	63	63	62	61	55	54	51	50	50	48	47	47	44	43	41	40	34	34	32	31	31	30	28	25	25	25	21	17	16	16	14	12	10	9	9	7	5	5	4	3	3	2	2
